qid,subject,body,category,answer,topic,keywords
522,Is Stomach pain serious? I’m not sure what to do next.,Symptoms: pain and bloating after meals. When should I see a doctor?,Health,Suggested steps: Avoid trigger foods and eat smaller meals.,Stomach pain,"bloating, trigger foods, food diary, probiotics, hydration, gas"
778,Help regarding Improve concentration,Any simple routine for get distracted while studying that works daily?,Education,Suggested steps: Study in low-distraction environment.,Improve concentration,"pomodoro, spaced repetition, targets, distractions, focus, timetable"
210,How to manage Credit score? Any long-term fix would be helpful.,Any long-term fix would be helpful. Problem: credit score dropped suddenly. I tried basic steps but it didn't work.,Finance,Suggested steps: Dispute wrong entries with the credit bureau.,Credit score,"credit score, report, utilization, bureau, dispute, inquiry, dues"
236,Investing issue,I need a step-by-step strategy for want to start putting money in funds with small amount.,Finance,"Suggested steps: Diversify and avoid risky tips. If it continues, consider expert help.",Investing,"sip, index fund, etf, diversify, compounding, risk, long term"
317,What should I do if Credit score happens? I’m not sure what to do next.,I need a step-by-step strategy for credit score dropped suddenly. I’m not sure what to do next.,Finance,Suggested steps: Maintain long credit history; don’t close old cards.,Credit score,"credit score, report, utilization, bureau, dispute, inquiry, dues"
389,Beginner question: Salary delay I tried basic steps but it didn't work.,It happens mostly in the evening. Issue: salary is delayed and employer not responding. I’m not sure what to do next.,Finance,Suggested steps: Escalate to manager/finance if no response.,Salary delay,"salary, delay, hr, payroll, escalation, policy, records"
119,What should I do about Blue screen?,I am facing PC shows blue screen after update. What can I do to solve it permanently? This started after an update.,Technology,"Suggested steps: Use System Restore to roll back to a stable point. If it continues, consider expert help.",Blue screen,"bsod, safe mode, update, driver, chkdsk, restore, stop code"
720,Exam nervousness: need guidance,Please recommend a plan for nervous during exams and forget answers. Any long-term fix would be helpful.,Education,"Suggested steps: Practice mock tests and breathing exercises. If it continues, consider expert help.",Exam anxiety,"mock tests, breathing, active recall, past papers, time management, mentor"
211,UPI failed issue It happens mostly in the evening.,It happens mostly in the evening. Issue: UPI payment failed but money debited.,Finance,"Suggested steps: Check daily limits, network issues, and app updates.",UPI failed,"upi, reversal, utr, reference, bank, npci, pending, limit, dispute"
255,Need advice on spending plan planning I need a quick solution because it's urgent.,I need a step-by-step strategy for want to track spending and save more. Can you explain in simple steps?,Finance,Suggested steps: Cut frequent small expenses and set a goal.,Budget planning,"budget, expenses, savings, tracking, 50/30/20, goal, limits"
592,Is Morning headache serious?,I have wake up with headache and dry mouth. What are common reasons and safe home-care tips? It happens mostly in the evening.,Health,Suggested steps: Hydrate well and improve sleep routine.,Morning headache,"hydration, sleep, stress, caffeine, snoring, apnea, routine"
30,Trouble with Laptop laggy,It happens mostly in the evening. Problem: laptop has become very sluggish and takes long to boot. This started after an update.,Technology,Suggested steps: Disable unnecessary startup apps and check task manager usage.,Laptop slow,"slow, boot, startup, ssd, ram, malware, disk cleanup, performance"
267,Need advice on Budget planning I need a quick solution because it's urgent.,This started suddenly: want to track spending and save more. What should I do first? This started after an update.,Finance,"Suggested steps: Automate savings first, then budget the rest.",Budget planning,"budget, expenses, savings, tracking, 50/30/20, goal, limits"
657,Help regarding Exam panic I tried basic steps but it didn't work.,Any simple routine for nervous during exams and forget answers that works daily?,Education,"Suggested steps: If extreme anxiety, talk to mentor/counsellor.",Exam anxiety,"mock tests, breathing, active recall, past papers, time management, mentor"
663,Help regarding Programming basics Can you explain in simple steps?,Any simple routine for confused about loops and functions in programming that works daily?,Education,"Suggested steps: Practice small problems daily and read examples. If it continues, consider expert help.",Programming basics,"loops, functions, debugging, practice, mini programs, coding"
297,Need advice on expense tracking planning I tried basic steps but it didn't work.,This started suddenly: want to track spending and save more. What should I do first?,Finance,"Suggested steps: Make separate accounts for bills and savings. If it continues, consider expert help.",Budget planning,"budget, expenses, savings, tracking, 50/30/20, goal, limits"
82,wireless disconnecting on my device Any long-term fix would be helpful.,It happens mostly in the evening. Problem: laptop keeps dropping wireless every few minutes. I’m not sure what to do next.,Technology,Suggested steps: Disable power saving for the Wi-Fi adapter and test another network.,WiFi disconnecting,"wifi, wireless, network, router, driver, dns, channel, 5ghz, firmware"
689,How to handle Programming basics? I’m not sure what to do next.,Please recommend a plan for confused about loops and functions in programming.,Education,Suggested steps: Learn one concept at a time and write mini programs.,Programming basics,"loops, functions, debugging, practice, mini programs, coding"
303,Need advice on Credit score I’m not sure what to do next.,It happens mostly in the evening. Issue: credit score dropped suddenly.,Finance,"Suggested steps: Check credit report for late payment or new inquiry. If it continues, consider expert help.",Credit score,"credit score, report, utilization, bureau, dispute, inquiry, dues"
507,Cold and throat cough — what should I do? It happens mostly in the evening.,It started recently: sore throat and throat cough for several days. Any simple remedies? Can you explain in simple steps?,Health,"Suggested steps: If fever persists or breathing issues, consult a doctor. If it continues, consider expert help.",Cold and cough,"cough, sore throat, steam, hydration, fever, salt water, humidifier"
